"subject" "activity" "signal" "axial" "mean" "std"
"803" "6" "sitting" "tBodyAcc" "Y" -0.0145911615290909 -0.923682131090909
"804" "6" "sitting" "tBodyAcc" "Z" -0.110127728709091 -0.925797097090909
"805" "6" "sitting" "tBodyAccJerk" "X" 0.0754721635223636 -0.969929476363636
"806" "6" "sitting" "tBodyAccJerk" "Y" 2.55649800000023e-06 -0.945143686181818
"807" "6" "sitting" "tBodyAccJerk" "Z" 0.00623727782090909 -0.958572952545454
"808" "6" "sitting" "tBodyGyro" "X" -0.0372442282830909 -0.957367681818182
"809" "6" "sitting" "tBodyGyro" "Y" -0.0899083302550909 -0.944130044727273
"810" "6" "sitting" "tBodyGyro" "Z" 0.0854346006181818 -0.939681350909091
"811" "6" "sitting" "tBodyGyroJerk" "X" -0.0936693524363636 -0.943714804727273
"812" "6" "sitting" "tBodyGyroJerk" "Y" -0.0333986700025455 -0.961780726363636
"813" "6" "sitting" "tBodyGyroJerk" "Z" -0.0465504310978182 -0.958787671272727
"814" "6" "sitting" "tGravityAcc" "X" 0.933692934909091 -0.988872369272727
"815" "6" "sitting" "tGravityAcc" "Y" 0.0682628663363636 -0.960875994727273
"816" "6" "sitting" "tGravityAcc" "Z" 0.0695219657167273 -0.955475832363636
"817" "6" "standing" "fBodyAcc" "X" -0.977100287368421 -0.984067374035088
"818" "6" "standing" "fBodyAcc" "Y" -0.930336471754386 -0.921449111052632
"819" "6" "standing" "fBodyAcc" "Z" -0.942864017017544 -0.922067224210526
"820" "6" "standing" "fBodyAccJerk" "X" -0.97348053877193 -0.975235677719298
"821" "6" "standing" "fBodyAccJerk" "Y" -0.951405464912281 -0.950681450350877
"822" "6" "standing" "fBodyAccJerk" "Z" -0.963743518070175 -0.969895845789474
"823" "6" "standing" "fBodyGyro" "X" -0.931612384385965 -0.952817395263158
"824" "6" "standing" "fBodyGyro" "Y" -0.943273146140351 -0.942539174210526
"825" "6" "standing" "fBodyGyro" "Z" -0.943239602105263 -0.95445570245614
"826" "6" "standing" "tBodyAcc" "X" 0.280346248596491 -0.981758159649123
"827" "6" "standing" "tBodyAcc" "Y" -0.0181236327175439 -0.921493191754386
"828" "6" "standing" "tBodyAcc" "Z" -0.112172831947368 -0.925692371929825
"829" "6" "standing" "tBodyAccJerk" "X" 0.0730699604561404 -0.973132635789474
"830" "6" "standing" "tBodyAccJerk" "Y" 0.00871883993421053 -0.949362277017544
"831" "6" "standing" "tBodyAccJerk" "Z" -0.00481712245438596 -0.967547241754386
"832" "6" "standing" "tBodyGyro" "X" -0.028251913022807 -0.947561298596491
"833" "6" "standing" "tBodyGyro" "Y" -0.0589823639438597 -0.94248658631579
"834" "6" "standing" "tBodyGyro" "Z" 0.0767394745964912 -0.947782155964912
"835" "6" "standing" "tBodyGyroJerk" "X" -0.103292534210526 -0.946423593157895
"836" "6" "standing" "tBodyGyroJerk" "Y" -0.0428828304736842 -0.962422163684211
"837" "6" "standing" "tBodyGyroJerk" "Z" -0.0506432189438596 -0.962758177192982
"838" "6" "standing" "tGravityAcc" "X" 0.945139003859649 -0.985583066842105
"839" "6" "standing" "tGravityAcc" "Y" -0.230251036140351 -0.96844910122807
"840" "6" "standing" "tGravityAcc" "Z" 0.0139193473596491 -0.942795062280702
"841" "6" "laying" "fBodyAcc" "X" -0.939114254210526 -0.932462941461404
"842" "6" "laying" "fBodyAcc" "Y" -0.923706791403509 -0.929711219929825
"843" "6" "laying" "fBodyAcc" "Z" -0.938044912280702 -0.924004748421053
"844" "6" "laying" "fBodyAccJerk" "X" -0.967072436842105 -0.968619159473684
"845" "6" "laying" "fBodyAccJerk" "Y" -0.936043420175439 -0.935717452807018
"846" "6" "laying" "fBodyAccJerk" "Z" -0.954425844736842 -0.963567540877193
"847" "6" "laying" "fBodyGyro" "X" -0.935439769649123 -0.962164978596491
"848" "6" "laying" "fBodyGyro" "Y" -0.941771544385965 -0.945365097894737
"849" "6" "laying" "fBodyGyro" "Z" -0.932636612807018 -0.947136774385965
"850" "6" "laying" "tBodyAcc" "X" 0.248656520140351 -0.934049422052632
"851" "6" "laying" "tBodyAcc" "Y" -0.0102529170561404 -0.924644826385965
"852" "6" "laying" "tBodyAcc" "Z" -0.133119570368421 -0.925216100350877
"853" "6" "laying" "tBodyAccJerk" "X" 0.0963481955263158 -0.966341054736842
"854" "6" "laying" "tBodyAccJerk" "Y" -0.00114529240245614 -0.933674494385965
"855" "6" "laying" "tBodyAccJerk" "Z" 0.00328817288070175 -0.959646055263158
"856" "6" "laying" "tBodyGyro" "X" -0.0079605026754386 -0.955378225087719
"857" "6" "laying" "tBodyGyro" "Y" -0.107218315054386 -0.943634949473684
"858" "6" "laying" "tBodyGyro" "Z" 0.179102058245614 -0.939141878596491
"859" "6" "laying" "tBodyGyroJerk" "X" -0.111267284631579 -0.939611608245614
"860" "6" "laying" "tBodyGyroJerk" "Y" -0.0424104289992982 -0.958628819649123
"861" "6" "laying" "tBodyGyroJerk" "Z" -0.0717774743859649 -0.959579071578947
"862" "6" "laying" "tGravityAcc" "X" -0.47670987877193 -0.887746310350877
"863" "6" "laying" "tGravityAcc" "Y" 0.956593814210526 -0.959161956491228
"864" "6" "laying" "tGravityAcc" "Z" 0.175867709021053 -0.928130738421053
"865" "7" "Walking" "fBodyAcc" "X" -0.343048405789474 -0.322034908070175
"866" "7" "Walking" "fBodyAcc" "Y" -0.0641564202736842 -0.143721823263158
"867" "7" "Walking" "fBodyAcc" "Z" 0.0385832252345614 0.133316828089298
"868" "7" "Walking" "fBodyAccJerk" "X" -0.383715797719298 -0.365314790947368
"869" "7" "Walking" "fBodyAccJerk" "Y" -0.123192887383684 -0.0431917460807018
"870" "7" "Walking" "fBodyAccJerk" "Z" -0.106490372892632 -0.190751539207018
"871" "7" "Walking" "fBodyGyro" "X" -0.318395104666667 -0.563615256666667
"872" "7" "Walking" "fBodyGyro" "Y" -0.151966687436842 -0.290859379017544
"873" "7" "Walking" "fBodyGyro" "Z" -0.366733617894737 -0.463270018245614
"874" "7" "Walking" "tBodyAcc" "X" 0.275592961754386 -0.327243240701754
"875" "7" "Walking" "tBodyAcc" "Y" -0.018653665345614 -0.0772618561052631
"876" "7" "Walking" "tBodyAcc" "Z" -0.110912234947368 0.159631283261403
"877" "7" "Walking" "tBodyAccJerk" "X" 0.0901462649192983 -0.346026226140351
"878" "7" "Walking" "tBodyAccJerk" "Y" 0.0184322723280702 -0.0547448948245614
"879" "7" "Walking" "tBodyAccJerk" "Z" -0.0210398551649123 -0.149488514397895
"880" "7" "Walking" "tBodyGyro" "X" 0.00228835208526316 -0.503313517017544
"881" "7" "Walking" "tBodyGyro" "Y" -0.0837113724842105 -0.23109830545614
"882" "7" "Walking" "tBodyGyro" "Z" 0.0641104602035088 -0.396013535263158
"883" "7" "Walking" "tBodyGyroJerk" "X" -0.123654199751333 -0.21166729682807
"884" "7" "Walking" "tBodyGyroJerk" "Y" -0.0447766029745614 -0.174136410738596
"885" "7" "Walking" "tBodyGyroJerk" "Z" -0.0495713093294737 -0.458302971403509
"886" "7" "Walking" "tGravityAcc" "X" 0.932566472280702 -0.979851271403509
"887" "7" "Walking" "tGravityAcc" "Y" -0.159097003684211 -0.969404155087719
"888" "7" "Walking" "tGravityAcc" "Z" -0.160846924029807 -0.952159770526316
"889" "7" "Walking_upstairs" "fBodyAcc" "X" -0.336199426470588 -0.279870086215686
"890" "7" "Walking_upstairs" "fBodyAcc" "Y" -0.381590523137255 -0.341025552941176
"891" "7" "Walking_upstairs" "fBodyAcc" "Z" -0.317461021372549 -0.124912269443137
"892" "7" "Walking_upstairs" "fBodyAccJerk" "X" -0.454647881960784 -0.426974025686275
"893" "7" "Walking_upstairs" "fBodyAccJerk" "Y" -0.53707567 -0.53419130254902
"894" "7" "Walking_upstairs" "fBodyAccJerk" "Z" -0.581764526862745 -0.631919608823529
"895" "7" "Walking_upstairs" "fBodyGyro" "X" -0.383889342745098 -0.368636961470588
"896" "7" "Walking_upstairs" "fBodyGyro" "Y" -0.567920266470588 -0.579964614705882
"897" "7" "Walking_upstairs" "fBodyGyro" "Z" -0.408150266666667 -0.393062890647059
"898" "7" "Walking_upstairs" "tBodyAcc" "X" 0.248706923078431 -0.29487297445098
"899" "7" "Walking_upstairs" "tBodyAcc" "Y" -0.0275639005607843 -0.32616002254902
"900" "7" "Walking_upstairs" "tBodyAcc" "Z" -0.143769688803922 -0.145665025639216
"901" "7" "Walking_upstairs" "tBodyAccJerk" "X" 0.0724649938509804 -0.415153115882353
"902" "7" "Walking_upstairs" "tBodyAccJerk" "Y" -0.000812387078431372 -0.519897595686274
"903" "7" "Walking_upstairs" "tBodyAccJerk" "Z" -7.45196666666661e-05 -0.60780843627451
"904" "7" "Walking_upstairs" "tBodyGyro" "X" -0.138778108029412 -0.363853236862745
"905" "7" "Walking_upstairs" "tBodyGyro" "Y" -0.00247161973 -0.572996820784314
"906" "7" "Walking_upstairs" "tBodyGyro" "Z" 0.139217071509804 -0.348980051411765
"907" "7" "Walking_upstairs" "tBodyGyroJerk" "X" -0.0856640866647059 -0.616812659215686
"908" "7" "Walking_upstairs" "tBodyGyroJerk" "Y" -0.0482219105196078 -0.671243739607843
"909" "7" "Walking_upstairs" "tBodyGyroJerk" "Z" -0.072451747827451 -0.682184175686275
"910" "7" "Walking_upstairs" "tGravityAcc" "X" 0.81874656 -0.932823053333333
"911" "7" "Walking_upstairs" "tGravityAcc" "Y" -0.240950944117647 -0.939774255490196
"912" "7" "Walking_upstairs" "tGravityAcc" "Z" -0.403599709607843 -0.881675909607843
"913" "7" "Walking_downstairs" "fBodyAcc" "X" 0.0443428315319149 0.0730110797851064
"914" "7" "Walking_downstairs" "fBodyAcc" "Y" -0.145302311446808 -0.190187141297872
"915" "7" "Walking_downstairs" "fBodyAcc" "Z" -0.139216222106383 -0.100121492529787
"916" "7" "Walking_downstairs" "fBodyAccJerk" "X" -0.0305226686191489 -0.00426289144680851
"917" "7" "Walking_downstairs" "fBodyAccJerk" "Y" -0.316236510319149 -0.324378560319149
"918" "7" "Walking_downstairs" "fBodyAccJerk" "Z" -0.296494902765957 -0.397774503468085
"919" "7" "Walking_downstairs" "fBodyGyro" "X" -0.33930147 -0.432730974446809
"920" "7" "Walking_downstairs" "fBodyGyro" "Y" -0.21444307293617 -0.351717743191489
"921" "7" "Walking_downstairs" "fBodyGyro" "Z" -0.299600267680851 -0.495120053191489
"922" "7" "Walking_downstairs" "tBodyAcc" "X" 0.28030708 0.0660815600978723
"923" "7" "Walking_downstairs" "tBodyAcc" "Y" -0.0166332372978723 -0.138179072734043
"924" "7" "Walking_downstairs" "tBodyAcc" "Z" -0.096938308587234 -0.0636402447755319
"925" "7" "Walking_downstairs" "tBodyAccJerk" "X" 0.0968926184638298 0.0285033927287234
"926" "7" "Walking_downstairs" "tBodyAccJerk" "Y" -0.0191061075170213 -0.296279674759574
"927" "7" "Walking_downstairs" "tBodyAccJerk" "Z" -0.0160390392510638 -0.347107758021277
"928" "7" "Walking_downstairs" "tBodyGyro" "X" -0.105409612961702 -0.407744096
"929" "7" "Walking_downstairs" "tBodyGyro" "Y" -0.049717460606383 -0.29262613606383
"930" "7" "Walking_downstairs" "tBodyGyro" "Z" 0.116894769042766 -0.401051415531915
"931" "7" "Walking_downstairs" "tBodyGyroJerk" "X" -0.0597273512680851 -0.510731018297872
"932" "7" "Walking_downstairs" "tBodyGyroJerk" "Y" -0.0381904275744681 -0.299520205208511
"933" "7" "Walking_downstairs" "tBodyGyroJerk" "Z" -0.0789469342553192 -0.425200371553192
"934" "7" "Walking_downstairs" "tGravityAcc" "X" 0.930623632765957 -0.964875962978723
"935" "7" "Walking_downstairs" "tGravityAcc" "Y" -0.12987167306383 -0.952678693617021
"936" "7" "Walking_downstairs" "tGravityAcc" "Z" -0.154935538544681 -0.92875646893617
"937" "7" "sitting" "fBodyAcc" "X" -0.972697126875 -0.972879966041667
"938" "7" "sitting" "fBodyAcc" "Y" -0.93149063375 -0.904629195833333
"939" "7" "sitting" "fBodyAcc" "Z" -0.904675337916667 -0.844083052916667
"940" "7" "sitting" "fBodyAccJerk" "X" -0.982037243958333 -0.984026344375
"941" "7" "sitting" "fBodyAccJerk" "Y" -0.969423612916667 -0.971814980208333
"942" "7" "sitting" "fBodyAccJerk" "Z" -0.968503504791667 -0.974699194375
"943" "7" "sitting" "fBodyGyro" "X" -0.9436317575 -0.9427264225
"944" "7" "sitting" "fBodyGyro" "Y" -0.956678065 -0.93824472
"945" "7" "sitting" "fBodyGyro" "Z" -0.9474199325 -0.939826018125
"946" "7" "sitting" "tBodyAcc" "X" 0.284674637291667 -0.972668374583333
"947" "7" "sitting" "tBodyAcc" "Y" -0.01461097580375 -0.909454698541667
"948" "7" "sitting" "tBodyAcc" "Z" -0.122464597625 -0.8565329414375
"949" "7" "sitting" "tBodyAccJerk" "X" 0.0668519793125 -0.982158098125
"950" "7" "sitting" "tBodyAccJerk" "Y" 0.0116863419310417 -0.969458676458333
"951" "7" "sitting" "tBodyAccJerk" "Z" 0.0162004141964583 -0.972256472708333
"952" "7" "sitting" "tBodyGyro" "X" -0.04963797197125 -0.941870953333333
"953" "7" "sitting" "tBodyGyro" "Y" -0.03361196465625 -0.944124336458333
"954" "7" "sitting" "tBodyGyro" "Z" 0.0259476655145833 -0.937021208541667
"955" "7" "sitting" "tBodyGyroJerk" "X" -0.0938155625083333 -0.974369045625
"956" "7" "sitting" "tBodyGyroJerk" "Y" -0.0396444885 -0.981024680625
"957" "7" "sitting" "tBodyGyroJerk" "Z" -0.0454566269166667 -0.980954665416667
"958" "7" "sitting" "tGravityAcc" "X" 0.969147824375 -0.957082433333333
"959" "7" "sitting" "tGravityAcc" "Y" 0.00608846646041667 -0.945436264583333
"960" "7" "sitting" "tGravityAcc" "Z" 0.0649636250354167 -0.868602535416667
"961" "7" "standing" "fBodyAcc" "X" -0.976681834339623 -0.980541336037736
"962" "7" "standing" "fBodyAcc" "Y" -0.941883783773585 -0.919118753018868
"963" "7" "standing" "fBodyAcc" "Z" -0.938550519811321 -0.912358813773585
"964" "7" "standing" "fBodyAccJerk" "X" -0.976323086226415 -0.978729082830189
"965" "7" "standing" "fBodyAccJerk" "Y" -0.967165093018868 -0.966850290188679
"966" "7" "standing" "fBodyAccJerk" "Z" -0.968229643018868 -0.974533710754717
"967" "7" "standing" "fBodyGyro" "X" -0.938121637735849 -0.947891986226415
"968" "7" "standing" "fBodyGyro" "Y" -0.957548671320755 -0.945818157735849
"969" "7" "standing" "fBodyGyro" "Z" -0.957165056226415 -0.954339406415094
"970" "7" "standing" "tBodyAcc" "X" 0.282723539433962 -0.979307570377358
"971" "7" "standing" "tBodyAcc" "Y" -0.0145740341037736 -0.923400921886792
"972" "7" "standing" "tBodyAcc" "Z" -0.0997778303207547 -0.917064168490566
"973" "7" "standing" "tBodyAccJerk" "X" 0.0751915112830189 -0.976403544716981
"974" "7" "standing" "tBodyAccJerk" "Y" 0.00694700354075472 -0.965810609622642
"975" "7" "standing" "tBodyAccJerk" "Z" -0.0108420294035849 -0.972060053207547
"976" "7" "standing" "tBodyGyro" "X" -0.0291582212545283 -0.945247687358491
"977" "7" "standing" "tBodyGyro" "Y" -0.0774336443396226 -0.949646946792453
"978" "7" "standing" "tBodyGyro" "Z" 0.0851045000566038 -0.951630777358491
"979" "7" "standing" "tBodyGyroJerk" "X" -0.0901539662169811 -0.96598339754717
"980" "7" "standing" "tBodyGyroJerk" "Y" -0.0412797611886792 -0.976837757358491
"981" "7" "standing" "tBodyGyroJerk" "Z" -0.0545390015471698 -0.978166790943396
"982" "7" "standing" "tGravityAcc" "X" 0.958728687924528 -0.987917503962264
"983" "7" "standing" "tGravityAcc" "Y" -0.117607048924528 -0.966162998679245
"984" "7" "standing" "tGravityAcc" "Z" -0.0516573721320755 -0.939161014716981
"985" "7" "laying" "fBodyAcc" "X" -0.953424245576923 -0.931120580576923
"986" "7" "laying" "fBodyAcc" "Y" -0.942193953846154 -0.922917902307692
"987" "7" "laying" "fBodyAcc" "Z" -0.958611644615385 -0.953380646346154
"988" "7" "laying" "fBodyAccJerk" "X" -0.980393046923077 -0.983560175384615
"989" "7" "laying" "fBodyAccJerk" "Y" -0.972531648846154 -0.975886145
"990" "7" "laying" "fBodyAccJerk" "Z" -0.969524977692308 -0.975072995192308
"991" "7" "laying" "fBodyGyro" "X" -0.953684547692308 -0.962348254423077
"992" "7" "laying" "fBodyGyro" "Y" -0.957570207692308 -0.939727873653846
"993" "7" "laying" "fBodyGyro" "Z" -0.956905310961538 -0.9588764125
"994" "7" "laying" "tBodyAcc" "X" 0.250176694038462 -0.93651361
"995" "7" "laying" "tBodyAcc" "Y" -0.0204411516884615 -0.926262668653846
"996" "7" "laying" "tBodyAcc" "Z" -0.101361036576923 -0.952978365961539
"997" "7" "laying" "tBodyAccJerk" "X" 0.0968904018076923 -0.980977756153846
"998" "7" "laying" "tBodyAccJerk" "Y" 0.0250624183634615 -0.973093160192308
"999" "7" "laying" "tBodyAccJerk" "Z" -0.0131653918205769 -0.972983064230769
"1000" "7" "laying" "tBodyGyro" "X" -0.00282641913096154 -0.9601268225
"1001" "7" "laying" "tBodyGyro" "Y" -0.133605695057692 -0.945071935384615
"1002" "7" "laying" "tBodyGyro" "Z" 0.155920029769231 -0.955294890576923
"1003" "7" "laying" "tBodyGyroJerk" "X" -0.105944243484615 -0.9738372325
"1004" "7" "laying" "tBodyGyroJerk" "Y" -0.0358897425826923 -0.976483727307692
"1005" "7" "laying" "tBodyGyroJerk" "Z" -0.0671901794615385 -0.988871878269231
"1006" "7" "laying" "tGravityAcc" "X" -0.502814250576923 -0.914221270096154
"1007" "7" "laying" "tGravityAcc" "Y" 0.393444278076923 -0.955543549230769
"1008" "7" "laying" "tGravityAcc" "Z" 0.907537823461538 -0.961908984423077
"1009" "8" "Walking" "fBodyAcc" "X" -0.247389011875 -0.148386858858333
"1010" "8" "Walking" "fBodyAcc" "Y" 0.316982393333333 0.32484493125
"1011" "8" "Walking" "fBodyAcc" "Z" -0.238634594791667 -0.158437341970833
"1012" "8" "Walking" "fBodyAccJerk" "X" -0.311198711041667 -0.271448185291667
"1013" "8" "Walking" "fBodyAccJerk" "Y" 0.0796832872416667 0.315883536479167
"1014" "8" "Walking" "fBodyAccJerk" "Z" -0.361563262083333 -0.4044825094375
"1015" "8" "Walking" "fBodyGyro" "X" -0.102063053808333 -0.234252005895833
"1016" "8" "Walking" "fBodyGyro" "Y" -0.259729692333333 -0.1908057215
"1017" "8" "Walking" "fBodyGyro" "Z" -0.132902199479167 -0.1429742348125
"1018" "8" "Walking" "tBodyAcc" "X" 0.27468631 -0.173605736002083
"1019" "8" "Walking" "tBodyAcc" "Y" -0.0186628865310417 0.380782052708333
"1020" "8" "Walking" "tBodyAcc" "Z" -0.107252090833333 -0.1420885318125
"1021" "8" "Walking" "tBodyAccJerk" "X" 0.0703393490833333 -0.2586886278125
"1022" "8" "Walking" "tBodyAccJerk" "Y" -0.00603947514583333 0.233987544458333
"1023" "8" "Walking" "tBodyAccJerk" "Z" -0.000673798876875 -0.383200596479167
"1024" "8" "Walking" "tBodyGyro" "X" 0.0235088228254167 -0.1992097184375
"1025" "8" "Walking" "tBodyGyro" "Y" -0.095791790535 -0.2119972775
"1026" "8" "Walking" "tBodyGyro" "Z" 0.0509657915395833 -0.0754447842395833
"1027" "8" "Walking" "tBodyGyroJerk" "X" -0.135886431360417 -0.2460827504375
"1028" "8" "Walking" "tBodyGyroJerk" "Y" -0.0314880905541667 -0.428055700208333
"1029" "8" "Walking" "tBodyGyroJerk" "Z" -0.0522683965333333 -0.388446971666667
"1030" "8" "Walking" "tGravityAcc" "X" 0.913586347916667 -0.974752050208333
"1031" "8" "Walking" "tGravityAcc" "Y" -0.217102194583333 -0.956781505625
"1032" "8" "Walking" "tGravityAcc" "Z" -0.186267836962021 -0.956640104791667
"1033" "8" "Walking_upstairs" "fBodyAcc" "X" -0.166411065387805 -0.175284990170732
"1034" "8" "Walking_upstairs" "fBodyAcc" "Y" 0.263431399878049 0.30540146
"1035" "8" "Walking_upstairs" "fBodyAcc" "Z" -0.0729496941121951 0.133766193578049
"1036" "8" "Walking_upstairs" "fBodyAccJerk" "X" -0.200277249165854 -0.24733661795122
"1037" "8" "Walking_upstairs" "fBodyAccJerk" "Y" -0.0257952590634146 -0.0700821464439024
"1038" "8" "Walking_upstairs" "fBodyAccJerk" "Z" -0.386655803658537 -0.508248316829268
"1039" "8" "Walking_upstairs" "fBodyGyro" "X" -0.240260761682927 -0.409955580780488
"1040" "8" "Walking_upstairs" "fBodyGyro" "Y" -0.113162144460976 -0.0478802512585366
"1041" "8" "Walking_upstairs" "fBodyGyro" "Z" 0.16597418695122 0.263202878429268
"1042" "8" "Walking_upstairs" "tBodyAcc" "X" 0.258880152048781 -0.171712174634146
"1043" "8" "Walking_upstairs" "tBodyAcc" "Y" -0.0282415136341463 0.348768733170732
"1044" "8" "Walking_upstairs" "tBodyAcc" "Z" -0.11512211995122 0.121187278790244
"1045" "8" "Walking_upstairs" "tBodyAccJerk" "X" 0.0813816809395122 -0.186618895268293
"1046" "8" "Walking_upstairs" "tBodyAccJerk" "Y" 0.014120592097561 -0.0123501104926829
"1047" "8" "Walking_upstairs" "tBodyAccJerk" "Z" -0.0674583919268293 -0.447518179097561
"1048" "8" "Walking_upstairs" "tBodyGyro" "X" 0.19270447595122 -0.367428367219512
"1049" "8" "Walking_upstairs" "tBodyGyro" "Y" -0.204205356087805 -0.0666980861414634
"1050" "8" "Walking_upstairs" "tBodyGyro" "Z" -0.0724546025804878 0.337526477436585
"1051" "8" "Walking_upstairs" "tBodyGyroJerk" "X" -0.15544567414878 -0.40507069195122
"1052" "8" "Walking_upstairs" "tBodyGyroJerk" "Y" -0.027919577097561 -0.424675673414634
"1053" "8" "Walking_upstairs" "tBodyGyroJerk" "Z" -0.0534090382439024 -0.430366658780488
"1054" "8" "Walking_upstairs" "tGravityAcc" "X" 0.860368718780488 -0.926673287804878
"1055" "8" "Walking_upstairs" "tGravityAcc" "Y" -0.291341491707317 -0.931032068536585
"1056" "8" "Walking_upstairs" "tGravityAcc" "Z" -0.192306960631707 -0.876168930487805
"1057" "8" "Walking_downstairs" "fBodyAcc" "X" 0.136590199860526 -0.0260463260078947
"1058" "8" "Walking_downstairs" "fBodyAcc" "Y" 0.388412779763158 0.232184078052632
"1059" "8" "Walking_downstairs" "fBodyAcc" "Z" 0.159589756534211 0.0214914840105263
"1060" "8" "Walking_downstairs" "fBodyAccJerk" "X" 0.214841402815789 0.172658982065789
"1061" "8" "Walking_downstairs" "fBodyAccJerk" "Y" 0.220639687868421 0.273943791773684
"1062" "8" "Walking_downstairs" "fBodyAccJerk" "Z" 0.0586096890447368 -0.0846674186842105
"1063" "8" "Walking_downstairs" "fBodyGyro" "X" -0.130740445236842 -0.302735102631579
"1064" "8" "Walking_downstairs" "fBodyGyro" "Y" 0.116090879026316 -0.0461356322868421
"1065" "8" "Walking_downstairs" "fBodyGyro" "Z" 0.0277498065176316 -0.268253406210526
"1066" "8" "Walking_downstairs" "tBodyAcc" "X" 0.283484089210526 0.0241393473736842
"1067" "8" "Walking_downstairs" "tBodyAcc" "Y" -0.0211058674973684 0.343826273105263
"1068" "8" "Walking_downstairs" "tBodyAcc" "Z" -0.107598135394737 0.1337170395
"1069" "8" "Walking_downstairs" "tBodyAccJerk" "X" 0.118938088342105 0.250143724521053
"1070" "8" "Walking_downstairs" "tBodyAccJerk" "Y" -0.0380193846210526 0.288140718789474
"1071" "8" "Walking_downstairs" "tBodyAccJerk" "Z" -0.0394356157631579 -0.0135136269
"1072" "8" "Walking_downstairs" "tBodyGyro" "X" -0.121189625973684 -0.258430885531579
"1073" "8" "Walking_downstairs" "tBodyGyro" "Y" -0.0500760173342105 0.0243131207736842
"1074" "8" "Walking_downstairs" "tBodyGyro" "Z" 0.114143855152368 -0.129565242710526
"1075" "8" "Walking_downstairs" "tBodyGyroJerk" "X" -0.0349283489710526 -0.267887897328947
"1076" "8" "Walking_downstairs" "tBodyGyroJerk" "Y" -0.0534969692794737 -0.0704526510842105
"1077" "8" "Walking_downstairs" "tBodyGyroJerk" "Z" -0.0867903297078947 -0.1896044435
"1078" "8" "Walking_downstairs" "tGravityAcc" "X" 0.914023498421053 -0.945766561578947
"1079" "8" "Walking_downstairs" "tGravityAcc" "Y" -0.187610243421053 -0.941580934473684
"1080" "8" "Walking_downstairs" "tGravityAcc" "Z" -0.141817934963684 -0.897190012631579
"1081" "8" "sitting" "fBodyAcc" "X" -0.981142909782609 -0.978256730652174
"1082" "8" "sitting" "fBodyAcc" "Y" -0.94421971826087 -0.923829969347826
"1083" "8" "sitting" "fBodyAcc" "Z" -0.959436275869565 -0.933889846521739
"1084" "8" "sitting" "fBodyAccJerk" "X" -0.984977270652174 -0.986913610652174
"1085" "8" "sitting" "fBodyAccJerk" "Y" -0.980221104565217 -0.983038783478261
"1086" "8" "sitting" "fBodyAccJerk" "Z" -0.982995311086956 -0.986185349347826
"1087" "8" "sitting" "fBodyGyro" "X" -0.982200309782609 -0.985339301521739
"1088" "8" "sitting" "fBodyGyro" "Y" -0.97658989 -0.96892443326087
"1089" "8" "sitting" "fBodyGyro" "Z" -0.961798676956522 -0.962632253913044
"1090" "8" "sitting" "tBodyAcc" "X" 0.267491472934783 -0.979026152391304
"1091" "8" "sitting" "tBodyAcc" "Y" -0.00672550621304348 -0.927331997021739
"1092" "8" "sitting" "tBodyAcc" "Z" -0.104461049130435 -0.939553030217391
"1093" "8" "sitting" "tBodyAccJerk" "X" 0.0786713761086957 -0.985188753695652
"1094" "8" "sitting" "tBodyAccJerk" "Y" -0.00657516306713044 -0.980784606086957
"1095" "8" "sitting" "tBodyAccJerk" "Z" -0.0106808920069565 -0.985285807173913
"1096" "8" "sitting" "tBodyGyro" "X" -0.0547396987173913 -0.984524052826087
"1097" "8" "sitting" "tBodyGyro" "Y" -0.0955089236521739 -0.97150069673913
"1098" "8" "sitting" "tBodyGyro" "Z" 0.0716048809782609 -0.959623548478261
"1099" "8" "sitting" "tBodyGyroJerk" "X" -0.0923150250434783 -0.993264647391304
"1100" "8" "sitting" "tBodyGyroJerk" "Y" -0.0402673770652174 -0.98887627673913
"1101" "8" "sitting" "tBodyGyroJerk" "Z" -0.0445732240217391 -0.985241405434783
"1102" "8" "sitting" "tGravityAcc" "X" 0.832453878043478 -0.966757967173913
"1103" "8" "sitting" "tGravityAcc" "Y" 0.240095117065217 -0.937462301369565
"1104" "8" "sitting" "tGravityAcc" "Z" 0.263895185521739 -0.935475331521739
"1105" "8" "standing" "fBodyAcc" "X" -0.988219862222222 -0.98918374962963
"1106" "8" "standing" "fBodyAcc" "Y" -0.9500491 -0.936231722777778
"1107" "8" "standing" "fBodyAcc" "Z" -0.950362935555556 -0.919744963888889
"1108" "8" "standing" "fBodyAccJerk" "X" -0.989029238518519 -0.990414086851852
"1109" "8" "standing" "fBodyAccJerk" "Y" -0.976177675 -0.97858173
"1110" "8" "standing" "fBodyAccJerk" "Z" -0.979477193333333 -0.984465744444444
"1111" "8" "standing" "fBodyGyro" "X" -0.969677435925926 -0.974200997592593
"1112" "8" "standing" "fBodyGyro" "Y" -0.972595487037037 -0.968055495925926
"1113" "8" "standing" "fBodyGyro" "Z" -0.975512276666667 -0.975976456111111
"1114" "8" "standing" "tBodyAcc" "X" 0.279620986111111 -0.988815418148148
"1115" "8" "standing" "tBodyAcc" "Y" -0.0148113067148148 -0.938479429074074
"1116" "8" "standing" "tBodyAcc" "Z" -0.106114996837037 -0.926065255185185
"1117" "8" "standing" "tBodyAccJerk" "X" 0.0753739045185185 -0.989198879814815
